Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
430,Exit short,2020-12-21,MacdLE,13.07,1,12.87,-0.2,-1.55,0.05,0.39,-0.59,-4.58,-9.47,0.00
430,Entry short,2020-12-10,MacdSE,12.87,1,12.87,-0.2,-1.55,0.05,0.39,-0.59,-4.58,-9.47,0.00
431,Exit long,2020-12-24,MacdSE,13.04,1,13.07,-0.03,-0.23,0.3,2.30,-0.1,-0.77,-9.5,0.00
431,Entry long,2020-12-21,MacdLE,13.07,1,13.07,-0.03,-0.23,0.3,2.30,-0.1,-0.77,-9.5,0.00
432,Exit short,2021-01-06,MacdLE,13.22,1,13.04,-0.18,-1.38,0.28,2.15,-0.61,-4.68,-9.68,0.00
432,Entry short,2020-12-24,MacdSE,13.04,1,13.04,-0.18,-1.38,0.28,2.15,-0.61,-4.68,-9.68,0.00
433,Exit long,2021-01-07,MacdSE,12.97,1,13.22,-0.25,-1.89,0.03,0.23,-0.63,-4.77,-9.93,0.00
433,Entry long,2021-01-06,MacdLE,13.22,1,13.22,-0.25,-1.89,0.03,0.23,-0.63,-4.77,-9.93,0.00
434,Exit short,2021-01-08,MacdLE,13.36,1,12.97,-0.39,-3.01,0.08,0.62,-0.41,-3.16,-10.32,0.00
434,Entry short,2021-01-07,MacdSE,12.97,1,12.97,-0.39,-3.01,0.08,0.62,-0.41,-3.16,-10.32,0.00
435,Exit long,2021-01-20,MacdSE,13.11,1,13.36,-0.25,-1.87,0.6,4.49,-0.52,-3.89,-10.57,0.00
435,Entry long,2021-01-08,MacdLE,13.36,1,13.36,-0.25,-1.87,0.6,4.49,-0.52,-3.89,-10.57,0.00
436,Exit short,2021-01-21,MacdLE,13.42,1,13.11,-0.31,-2.36,0.05,0.38,-0.32,-2.44,-10.88,0.00
436,Entry short,2021-01-20,MacdSE,13.11,1,13.11,-0.31,-2.36,0.05,0.38,-0.32,-2.44,-10.88,0.00
437,Exit long,2021-01-28,MacdSE,13,1,13.42,-0.42,-3.13,0.58,4.32,-0.63,-4.69,-11.3,0.00
437,Entry long,2021-01-21,MacdLE,13.42,1,13.42,-0.42,-3.13,0.58,4.32,-0.63,-4.69,-11.3,0.00
438,Exit short,2021-02-04,MacdLE,13.53,1,13,-0.53,-4.08,0.1,0.77,-0.93,-7.15,-11.83,0.00
438,Entry short,2021-01-28,MacdSE,13,1,13,-0.53,-4.08,0.1,0.77,-0.93,-7.15,-11.83,0.00
439,Exit long,2021-02-24,MacdSE,14.12,1,13.53,0.59,4.36,1.84,13.60,-0.19,-1.40,-11.24,0.00
439,Entry long,2021-02-04,MacdLE,13.53,1,13.53,0.59,4.36,1.84,13.60,-0.19,-1.40,-11.24,0.00
440,Exit short,2021-03-18,MacdLE,13.14,1,14.12,0.98,6.94,2.55,18.06,-0.39,-2.76,-10.26,0.00
440,Entry short,2021-02-24,MacdSE,14.12,1,14.12,0.98,6.94,2.55,18.06,-0.39,-2.76,-10.26,0.00
441,Exit long,2021-04-28,MacdSE,15.36,1,13.14,2.22,16.89,3.07,23.36,-0.87,-6.62,-8.04,0.00
441,Entry long,2021-03-18,MacdLE,13.14,1,13.14,2.22,16.89,3.07,23.36,-0.87,-6.62,-8.04,0.00
442,Exit short,2021-05-24,MacdLE,15.21,1,15.36,0.15,0.98,1.9,12.37,-0.17,-1.11,-7.89,0.00
442,Entry short,2021-04-28,MacdSE,15.36,1,15.36,0.15,0.98,1.9,12.37,-0.17,-1.11,-7.89,0.00
443,Exit long,2021-07-09,MacdSE,19.96,1,15.21,4.75,31.23,5.67,37.28,-0.03,-0.20,-3.14,0.00
443,Entry long,2021-05-24,MacdLE,15.21,1,15.21,4.75,31.23,5.67,37.28,-0.03,-0.20,-3.14,0.00
444,Exit short,2021-08-06,MacdLE,20.52,1,19.96,-0.56,-2.81,2.09,10.47,-0.77,-3.86,-3.7,0.00
444,Entry short,2021-07-09,MacdSE,19.96,1,19.96,-0.56,-2.81,2.09,10.47,-0.77,-3.86,-3.7,0.00
445,Exit long,2021-08-12,MacdSE,19.87,1,20.52,-0.65,-3.17,0.05,0.24,-1.09,-5.31,-4.35,0.00
445,Entry long,2021-08-06,MacdLE,20.52,1,20.52,-0.65,-3.17,0.05,0.24,-1.09,-5.31,-4.35,0.00
446,Exit short,2021-08-24,MacdLE,21.75,1,19.87,-1.88,-9.46,1.11,5.59,-2.13,-10.72,-6.23,0.00
446,Entry short,2021-08-12,MacdSE,19.87,1,19.87,-1.88,-9.46,1.11,5.59,-2.13,-10.72,-6.23,0.00
447,Exit long,2021-09-10,MacdSE,22.35,1,21.75,0.6,2.76,1.29,5.93,-0.21,-0.97,-5.63,0.00
447,Entry long,2021-08-24,MacdLE,21.75,1,21.75,0.6,2.76,1.29,5.93,-0.21,-0.97,-5.63,0.00
448,Exit short,2021-10-15,MacdLE,21.81,1,22.35,0.54,2.42,2.79,12.48,-0.61,-2.73,-5.09,0.00
448,Entry short,2021-09-10,MacdSE,22.35,1,22.35,0.54,2.42,2.79,12.48,-0.61,-2.73,-5.09,0.00
449,Exit long,2021-11-29,MacdSE,32.37,1,21.81,10.56,48.42,12.84,58.87,-0.17,-0.78,5.47,0.00
449,Entry long,2021-10-15,MacdLE,21.81,1,21.81,10.56,48.42,12.84,58.87,-0.17,-0.78,5.47,0.00
450,Exit short,2021-11-30,MacdLE,33.17,1,32.37,-0.8,-2.47,0.33,1.02,-1.04,-3.21,4.67,0.00
450,Entry short,2021-11-29,MacdSE,32.37,1,32.37,-0.8,-2.47,0.33,1.02,-1.04,-3.21,4.67,0.00
451,Exit long,2021-12-01,MacdSE,33.22,1,33.17,0.05,0.15,0.18,0.54,-1.31,-3.95,4.72,0.00
451,Entry long,2021-11-30,MacdLE,33.17,1,33.17,0.05,0.15,0.18,0.54,-1.31,-3.95,4.72,0.00
452,Exit short,2022-02-03,MacdLE,24.46,1,33.22,8.76,26.37,12.33,37.12,-0.07,-0.21,13.48,0.00
452,Entry short,2021-12-01,MacdSE,33.22,1,33.22,8.76,26.37,12.33,37.12,-0.07,-0.21,13.48,0.00
453,Exit long,2022-02-24,MacdSE,21.02,1,24.46,-3.44,-14.06,2.46,10.06,-3.44,-14.06,10.04,0.00
453,Entry long,2022-02-03,MacdLE,24.46,1,24.46,-3.44,-14.06,2.46,10.06,-3.44,-14.06,10.04,0.00
454,Exit short,2022-03-01,MacdLE,24.29,1,21.02,-3.27,-15.56,0.13,0.62,-3.65,-17.36,6.77,0.00
454,Entry short,2022-02-24,MacdSE,21.02,1,21.02,-3.27,-15.56,0.13,0.62,-3.65,-17.36,6.77,0.00
455,Exit long,2022-03-07,MacdSE,22.82,1,24.29,-1.47,-6.05,0.12,0.49,-1.81,-7.45,5.3,0.00
455,Entry long,2022-03-01,MacdLE,24.29,1,24.29,-1.47,-6.05,0.12,0.49,-1.81,-7.45,5.3,0.00
456,Exit short,2022-03-17,MacdLE,24.12,1,22.82,-1.3,-5.70,2.17,9.51,-1.78,-7.80,4,0.00
456,Entry short,2022-03-07,MacdSE,22.82,1,22.82,-1.3,-5.70,2.17,9.51,-1.78,-7.80,4,0.00
457,Exit long,2022-04-07,MacdSE,24.44,1,24.12,0.32,1.33,4.83,20.02,-0.21,-0.87,4.32,0.00
457,Entry long,2022-03-17,MacdLE,24.12,1,24.12,0.32,1.33,4.83,20.02,-0.21,-0.87,4.32,0.00
458,Exit short,2022-05-05,MacdLE,19.87,1,24.44,4.57,18.70,6.15,25.16,-0.28,-1.15,8.89,0.00
458,Entry short,2022-04-07,MacdSE,24.44,1,24.44,4.57,18.70,6.15,25.16,-0.28,-1.15,8.89,0.00
459,Exit long,2022-05-10,MacdSE,17.69,1,19.87,-2.18,-10.97,0.06,0.30,-3.04,-15.30,6.71,0.00
459,Entry long,2022-05-05,MacdLE,19.87,1,19.87,-2.18,-10.97,0.06,0.30,-3.04,-15.30,6.71,0.00
460,Exit short,2022-05-18,MacdLE,17.7,1,17.69,-0.01,-0.06,2.12,11.98,-0.68,-3.84,6.7,0.00
460,Entry short,2022-05-10,MacdSE,17.69,1,17.69,-0.01,-0.06,2.12,11.98,-0.68,-3.84,6.7,0.00
461,Exit long,2022-06-14,MacdSE,15.73,1,17.7,-1.97,-11.13,1.92,10.85,-2.09,-11.81,4.73,0.00
461,Entry long,2022-05-18,MacdLE,17.7,1,17.7,-1.97,-11.13,1.92,10.85,-2.09,-11.81,4.73,0.00
462,Exit short,2022-06-27,MacdLE,17.31,1,15.73,-1.58,-10.04,0.4,2.54,-1.58,-10.04,3.15,0.00
462,Entry short,2022-06-14,MacdSE,15.73,1,15.73,-1.58,-10.04,0.4,2.54,-1.58,-10.04,3.15,0.00
463,Exit long,2022-06-30,MacdSE,15.36,1,17.31,-1.95,-11.27,0.02,0.12,-2.14,-12.36,1.2,0.00
463,Entry long,2022-06-27,MacdLE,17.31,1,17.31,-1.95,-11.27,0.02,0.12,-2.14,-12.36,1.2,0.00
464,Exit short,2022-07-11,MacdLE,15.53,1,15.36,-0.17,-1.11,1.3,8.46,-0.68,-4.43,1.03,0.00
464,Entry short,2022-06-30,MacdSE,15.36,1,15.36,-0.17,-1.11,1.3,8.46,-0.68,-4.43,1.03,0.00
465,Exit long,2022-08-11,MacdSE,18.13,1,15.53,2.6,16.74,3.74,24.08,-1.06,-6.83,3.63,0.00
465,Entry long,2022-07-11,MacdLE,15.53,1,15.53,2.6,16.74,3.74,24.08,-1.06,-6.83,3.63,0.00
466,Exit short,2022-08-16,MacdLE,18.92,1,18.13,-0.79,-4.36,0.25,1.38,-1.03,-5.68,2.84,0.00
466,Entry short,2022-08-11,MacdSE,18.13,1,18.13,-0.79,-4.36,0.25,1.38,-1.03,-5.68,2.84,0.00
467,Exit long,2022-08-22,MacdSE,17.49,1,18.92,-1.43,-7.56,0.22,1.16,-1.43,-7.56,1.41,0.00
467,Entry long,2022-08-16,MacdLE,18.92,1,18.92,-1.43,-7.56,0.22,1.16,-1.43,-7.56,1.41,0.00
468,Exit short,2022-09-29,MacdLE,12.45,1,17.49,5.04,28.82,5.28,30.19,-0.46,-2.63,6.45,0.00
468,Entry short,2022-08-22,MacdSE,17.49,1,17.49,5.04,28.82,5.28,30.19,-0.46,-2.63,6.45,0.00
469,Exit long,2022-11-30,MacdSE,15.7,1,12.45,3.25,26.10,4.55,36.55,-1.64,-13.17,9.7,0.00
469,Entry long,2022-09-29,MacdLE,12.45,1,12.45,3.25,26.10,4.55,36.55,-1.64,-13.17,9.7,0.00
470,Exit short,2022-12-01,MacdLE,17,1,15.7,-1.3,-8.28,0.1,0.64,-1.3,-8.28,8.4,0.00
470,Entry short,2022-11-30,MacdSE,15.7,1,15.7,-1.3,-8.28,0.1,0.64,-1.3,-8.28,8.4,0.00
471,Exit long,2022-12-07,MacdSE,15.77,1,17,-1.23,-7.24,0.27,1.59,-1.23,-7.24,7.17,0.00
471,Entry long,2022-12-01,MacdLE,17,1,17,-1.23,-7.24,0.27,1.59,-1.23,-7.24,7.17,0.00
472,Exit short,2022-12-13,MacdLE,18.53,1,15.77,-2.76,-17.50,0.1,0.63,-2.76,-17.50,4.41,0.00
472,Entry short,2022-12-07,MacdSE,15.77,1,15.77,-2.76,-17.50,0.1,0.63,-2.76,-17.50,4.41,0.00
473,Exit long,2022-12-16,MacdSE,16.86,1,18.53,-1.67,-9.01,0.26,1.40,-1.83,-9.88,2.74,0.00
473,Entry long,2022-12-13,MacdLE,18.53,1,18.53,-1.67,-9.01,0.26,1.40,-1.83,-9.88,2.74,0.00
474,Exit short,2023-01-11,MacdLE,15.84,1,16.86,1.02,6.05,2.98,17.67,-0.18,-1.07,3.76,0.00
474,Entry short,2022-12-16,MacdSE,16.86,1,16.86,1.02,6.05,2.98,17.67,-0.18,-1.07,3.76,0.00
475,Exit long,2023-02-21,MacdSE,21,1,15.84,5.16,32.58,7.21,45.52,-0.35,-2.21,8.92,0.00
475,Entry long,2023-01-11,MacdLE,15.84,1,15.84,5.16,32.58,7.21,45.52,-0.35,-2.21,8.92,0.00
476,Exit short,2023-03-17,MacdLE,25.98,1,21,-4.98,-23.71,0.58,2.76,-4.98,-23.71,3.94,0.00
476,Entry short,2023-02-21,MacdSE,21,1,21,-4.98,-23.71,0.58,2.76,-4.98,-23.71,3.94,0.00
477,Exit long,2023-04-06,MacdSE,26.58,1,25.98,0.6,2.31,2.02,7.78,-0.85,-3.27,4.54,0.00
477,Entry long,2023-03-17,MacdLE,25.98,1,25.98,0.6,2.31,2.02,7.78,-0.85,-3.27,4.54,0.00
478,Exit short,2023-05-03,MacdLE,27.84,1,26.58,-1.26,-4.74,0.36,1.35,-2.48,-9.33,3.28,0.00
478,Entry short,2023-04-06,MacdSE,26.58,1,26.58,-1.26,-4.74,0.36,1.35,-2.48,-9.33,3.28,0.00
479,Exit long,2023-05-04,MacdSE,27.65,1,27.84,-0.19,-0.68,0.53,1.90,-0.37,-1.33,3.09,0.00
479,Entry long,2023-05-03,MacdLE,27.84,1,27.84,-0.19,-0.68,0.53,1.90,-0.37,-1.33,3.09,0.00
480,Exit short,2023-05-08,MacdLE,28.52,1,27.65,-0.87,-3.15,0.41,1.48,-1.11,-4.01,2.22,0.00
480,Entry short,2023-05-04,MacdSE,27.65,1,27.65,-0.87,-3.15,0.41,1.48,-1.11,-4.01,2.22,0.00
481,Exit long,2023-05-15,MacdSE,28.51,1,28.52,-0.01,-0.04,0.7,2.45,-0.47,-1.65,2.21,0.00
481,Entry long,2023-05-08,MacdLE,28.52,1,28.52,-0.01,-0.04,0.7,2.45,-0.47,-1.65,2.21,0.00
482,Exit short,2023-05-16,MacdLE,28.84,1,28.51,-0.33,-1.16,0.36,1.26,-0.46,-1.61,1.88,0.00
482,Entry short,2023-05-15,MacdSE,28.51,1,28.51,-0.33,-1.16,0.36,1.26,-0.46,-1.61,1.88,0.00
483,Exit long,2023-06-26,MacdSE,42.46,1,28.84,13.62,47.23,15.15,52.53,-0.01,-0.03,15.5,0.00
483,Entry long,2023-05-16,MacdLE,28.84,1,28.84,13.62,47.23,15.15,52.53,-0.01,-0.03,15.5,0.00
484,Exit short,2023-07-17,MacdLE,46.29,1,42.46,-3.83,-9.02,2.36,5.56,-5.63,-13.26,11.67,0.00
484,Entry short,2023-06-26,MacdSE,42.46,1,42.46,-3.83,-9.02,2.36,5.56,-5.63,-13.26,11.67,0.00
485,Exit long,2023-07-24,MacdSE,44.73,1,46.29,-1.56,-3.37,1.61,3.48,-2.19,-4.73,10.11,0.00
485,Entry long,2023-07-17,MacdLE,46.29,1,46.29,-1.56,-3.37,1.61,3.48,-2.19,-4.73,10.11,0.00
486,Exit short,2023-08-23,MacdLE,45.87,1,44.73,-1.14,-2.55,4.42,9.88,-3.46,-7.74,8.97,0.00
486,Entry short,2023-07-24,MacdSE,44.73,1,44.73,-1.14,-2.55,4.42,9.88,-3.46,-7.74,8.97,0.00
487,Exit long,2023-09-08,MacdSE,45.94,1,45.87,0.07,0.15,4.4,9.59,-0.98,-2.14,9.04,0.00
487,Entry long,2023-08-23,MacdLE,45.87,1,45.87,0.07,0.15,4.4,9.59,-0.98,-2.14,9.04,0.00
488,Exit short,2023-10-03,MacdLE,44.81,1,45.94,1.13,2.46,4.96,10.80,-0.67,-1.46,10.17,0.00
488,Entry short,2023-09-08,MacdSE,45.94,1,45.94,1.13,2.46,4.96,10.80,-0.67,-1.46,10.17,0.00
489,Exit long,2023-10-19,MacdSE,42.81,1,44.81,-2,-4.46,2.8,6.25,-2.98,-6.65,8.17,0.00
489,Entry long,2023-10-03,MacdLE,44.81,1,44.81,-2,-4.46,2.8,6.25,-2.98,-6.65,8.17,0.00
490,Exit short,2023-11-06,MacdLE,45.28,1,42.81,-2.47,-5.77,3.58,8.36,-2.5,-5.84,5.7,0.00
490,Entry short,2023-10-19,MacdSE,42.81,1,42.81,-2.47,-5.77,3.58,8.36,-2.5,-5.84,5.7,0.00
491,Exit long,2023-11-29,MacdSE,48.38,1,45.28,3.1,6.85,5.27,11.64,-0.38,-0.84,8.8,0.00
491,Entry long,2023-11-06,MacdLE,45.28,1,45.28,3.1,6.85,5.27,11.64,-0.38,-0.84,8.8,0.00
492,Exit short,2023-12-18,MacdLE,49.4,1,48.38,-1.02,-2.11,3.37,6.97,-1.02,-2.11,7.78,0.00
492,Entry short,2023-11-29,MacdSE,48.38,1,48.38,-1.02,-2.11,3.37,6.97,-1.02,-2.11,7.78,0.00
493,Exit long,2024-01-03,MacdSE,47.49,1,49.4,-1.91,-3.87,1.03,2.09,-1.91,-3.87,5.87,0.00
493,Entry long,2023-12-18,MacdLE,49.4,1,49.4,-1.91,-3.87,1.03,2.09,-1.91,-3.87,5.87,0.00
494,Exit short,2024-01-09,MacdLE,52.4,1,47.49,-4.91,-10.34,0.17,0.36,-4.91,-10.34,0.96,0.00
494,Entry short,2024-01-03,MacdSE,47.49,1,47.49,-4.91,-10.34,0.17,0.36,-4.91,-10.34,0.96,0.00
495,Exit long,2024-02-21,MacdSE,68.01,1,52.4,15.61,29.79,22.21,42.39,-0.71,-1.35,16.57,0.00
495,Entry long,2024-01-09,MacdLE,52.4,1,52.4,15.61,29.79,22.21,42.39,-0.71,-1.35,16.57,0.00
496,Exit short,2024-02-26,MacdLE,79.7,1,68.01,-11.69,-17.19,1.76,2.59,-14.38,-21.14,4.88,0.00
496,Entry short,2024-02-21,MacdSE,68.01,1,68.01,-11.69,-17.19,1.76,2.59,-14.38,-21.14,4.88,0.00
497,Exit long,2024-03-18,MacdSE,90.39,1,79.7,10.69,13.41,17.7,22.21,-2.57,-3.22,15.57,0.00
497,Entry long,2024-02-26,MacdLE,79.7,1,79.7,10.69,13.41,17.7,22.21,-2.57,-3.22,15.57,0.00
498,Exit short,2024-05-01,MacdLE,85.08,1,90.39,5.31,5.87,14.78,16.35,-6.38,-7.06,20.88,0.00
498,Entry short,2024-03-18,MacdSE,90.39,1,90.39,5.31,5.87,14.78,16.35,-6.38,-7.06,20.88,0.00
499,Exit long,2024-05-02,MacdSE,84.45,1,85.08,-0.63,-0.74,0.92,1.08,-3.83,-4.50,20.25,0.00
499,Entry long,2024-05-01,MacdLE,85.08,1,85.08,-0.63,-0.74,0.92,1.08,-3.83,-4.50,20.25,0.00
500,Exit short,2024-05-03,MacdLE,87.79,1,84.45,-3.34,-3.96,1.25,1.48,-3.34,-3.96,16.91,0.00
500,Entry short,2024-05-02,MacdSE,84.45,1,84.45,-3.34,-3.96,1.25,1.48,-3.34,-3.96,16.91,0.00
501,Exit long,2024-06-25,MacdSE,121.2,1,87.79,33.41,38.06,52.97,60.34,-0.75,-0.85,50.32,0.01
501,Entry long,2024-05-03,MacdLE,87.79,1,87.79,33.41,38.06,52.97,60.34,-0.75,-0.85,50.32,0.01
502,Exit short,2024-08-14,MacdLE,118.53,1,121.2,2.67,2.20,30.51,25.17,-14.95,-12.33,52.99,0.01
502,Entry short,2024-06-25,MacdSE,121.2,1,121.2,2.67,2.20,30.51,25.17,-14.95,-12.33,52.99,0.01
503,Exit long,2024-09-04,MacdSE,105.41,1,118.53,-13.12,-11.07,12.73,10.74,-13.12,-11.07,39.87,0.00
503,Entry long,2024-08-14,MacdLE,118.53,1,118.53,-13.12,-11.07,12.73,10.74,-13.12,-11.07,39.87,0.00
504,Exit short,2024-09-16,MacdLE,116.79,1,105.41,-11.38,-10.80,4.46,4.23,-15.38,-14.59,28.49,0.00
504,Entry short,2024-09-04,MacdSE,105.41,1,105.41,-11.38,-10.80,4.46,4.23,-15.38,-14.59,28.49,0.00
505,Exit long,2024-10-31,MacdSE,137.6,1,116.79,20.81,17.82,27.63,23.66,-3.57,-3.06,49.3,0.00
505,Entry long,2024-09-16,MacdLE,116.79,1,116.79,20.81,17.82,27.63,23.66,-3.57,-3.06,49.3,0.00
506,Exit short,2024-11-08,MacdLE,148.77,1,137.6,-11.17,-8.12,5.49,3.99,-11.33,-8.23,38.13,0.00
506,Entry short,2024-10-31,MacdSE,137.6,1,137.6,-11.17,-8.12,5.49,3.99,-11.33,-8.23,38.13,0.00
507,Exit long,2024-11-18,MacdSE,139.5,1,148.77,-9.27,-6.23,1,0.67,-9.27,-6.23,28.86,0.00
507,Entry long,2024-11-08,MacdLE,148.77,1,148.77,-9.27,-6.23,1,0.67,-9.27,-6.23,28.86,0.00
508,Exit short,2024-12-26,MacdLE,139.7,1,139.5,-0.2,-0.14,12.64,9.06,-13.39,-9.60,28.66,0.00
508,Entry short,2024-11-18,MacdSE,139.5,1,139.5,-0.2,-0.14,12.64,9.06,-13.39,-9.60,28.66,0.00
509,Exit long,2025-01-14,MacdSE,136.05,1,139.7,-3.65,-2.61,13.43,9.61,-10.19,-7.29,25.01,0.00
509,Entry long,2024-12-26,MacdLE,139.7,1,139.7,-3.65,-2.61,13.43,9.61,-10.19,-7.29,25.01,0.00
510,Exit short,2025-01-22,MacdLE,144.66,1,136.05,-8.61,-6.33,6,4.41,-8.61,-6.33,16.4,0.00
510,Entry short,2025-01-14,MacdSE,136.05,1,136.05,-8.61,-6.33,6,4.41,-8.61,-6.33,16.4,0.00
511,Exit long,2025-01-28,MacdSE,121.81,1,144.66,-22.85,-15.80,4.31,2.98,-27.96,-19.33,-6.45,0.00
511,Entry long,2025-01-22,MacdLE,144.66,1,144.66,-22.85,-15.80,4.31,2.98,-27.96,-19.33,-6.45,0.00
512,Exit short,2025-02-11,MacdLE,132.58,1,121.81,-10.77,-8.84,8.8,7.22,-13.19,-10.83,-17.22,0.00
512,Entry short,2025-01-28,MacdSE,121.81,1,121.81,-10.77,-8.84,8.8,7.22,-13.19,-10.83,-17.22,0.00
513,Exit long,2025-02-27,MacdSE,135,1,132.58,2.42,1.83,10.86,8.19,-8.14,-6.14,-14.8,0.00
513,Entry long,2025-02-11,MacdLE,132.58,1,132.58,2.42,1.83,10.86,8.19,-8.14,-6.14,-14.8,0.00
514,Exit short,2025-03-18,MacdLE,118,1,135,17,12.59,30.23,22.39,-0.01,-0.01,2.2,0.00
514,Entry short,2025-02-27,MacdSE,135,1,135,17,12.59,30.23,22.39,-0.01,-0.01,2.2,0.00
515,Exit long,2025-03-31,MacdSE,105.13,1,118,-12.87,-10.91,4.22,3.58,-12.87,-10.91,-10.67,0.00
515,Entry long,2025-03-18,MacdLE,118,1,118,-12.87,-10.91,4.22,3.58,-12.87,-10.91,-10.67,0.00
516,Exit short,2025-04-11,MacdLE,108.5,1,105.13,-3.37,-3.21,18.51,17.61,-9.97,-9.48,-14.04,0.00
516,Entry short,2025-03-31,MacdSE,105.13,1,105.13,-3.37,-3.21,18.51,17.61,-9.97,-9.48,-14.04,0.00
517,Exit long,2025-04-22,MacdSE,98.78,1,108.5,-9.72,-8.96,5.79,5.34,-13.46,-12.41,-23.76,0.00
517,Entry long,2025-04-11,MacdLE,108.5,1,108.5,-9.72,-8.96,5.79,5.34,-13.46,-12.41,-23.76,0.00
518,Exit short,2025-04-25,MacdLE,106.85,1,98.78,-8.07,-8.17,1.5,1.52,-8.07,-8.17,-31.83,0.00
518,Entry short,2025-04-22,MacdSE,98.78,1,98.78,-8.07,-8.17,1.5,1.52,-8.07,-8.17,-31.83,0.00
519,Exit long,2025-06-12,MacdSE,141.97,1,106.85,35.12,32.87,38.15,35.70,-2.77,-2.59,3.29,0.00
519,Entry long,2025-04-25,MacdLE,106.85,1,106.85,35.12,32.87,38.15,35.70,-2.77,-2.59,3.29,0.00
520,Exit short,2025-06-26,MacdLE,155.98,1,141.97,-14.01,-9.87,1.12,0.79,-14.01,-9.87,-10.72,0.00
520,Entry short,2025-06-12,MacdSE,141.97,1,141.97,-14.01,-9.87,1.12,0.79,-14.01,-9.87,-10.72,0.00
521,Exit long,2025-07-23,MacdSE,169.53,1,155.98,13.55,8.69,18.27,11.71,-4.49,-2.88,2.83,0.00
521,Entry long,2025-06-26,MacdLE,155.98,1,155.98,13.55,8.69,18.27,11.71,-4.49,-2.88,2.83,0.00
522,Exit short,2025-09-16,MacdLE,177,1,169.53,-7.47,-4.41,5.46,3.22,-14.95,-8.82,-4.64,0.00
522,Entry short,2025-07-23,MacdSE,169.53,1,169.53,-7.47,-4.41,5.46,3.22,-14.95,-8.82,-4.64,0.00
523,Exit long,2025-09-18,MacdSE,173.98,1,177,-3.02,-1.71,0.5,0.28,-8.59,-4.85,-7.66,0.00
523,Entry long,2025-09-16,MacdLE,177,1,177,-3.02,-1.71,0.5,0.28,-8.59,-4.85,-7.66,0.00
524,Exit short,2025-09-22,MacdLE,175.3,1,173.98,-1.32,-0.76,1.02,0.59,-4.1,-2.36,-8.98,0.00
524,Entry short,2025-09-18,MacdSE,173.98,1,173.98,-1.32,-0.76,1.02,0.59,-4.1,-2.36,-8.98,0.00
525,Exit long,2025-10-15,MacdSE,184.8,1,175.3,9.5,5.42,20.32,11.59,-2.17,-1.24,0.52,0.00
525,Entry long,2025-09-22,MacdLE,175.3,1,175.3,9.5,5.42,20.32,11.59,-2.17,-1.24,0.52,0.00
526,Exit short,2025-10-28,MacdLE,193.05,1,184.8,-8.25,-4.46,8.04,4.35,-8.25,-4.46,-7.73,0.00
526,Entry short,2025-10-15,MacdSE,184.8,1,184.8,-8.25,-4.46,8.04,4.35,-8.25,-4.46,-7.73,0.00
527,Exit long,2025-11-07,MacdSE,184.9,1,193.05,-8.15,-4.22,19.14,9.91,-8.15,-4.22,-15.88,0.00
527,Entry long,2025-10-28,MacdLE,193.05,1,193.05,-8.15,-4.22,19.14,9.91,-8.15,-4.22,-15.88,0.00
528,Exit short,2025-12-09,MacdLE,185.56,1,184.9,-0.66,-0.36,15.35,8.30,-15.04,-8.13,-16.54,0.00
528,Entry short,2025-11-07,MacdSE,184.9,1,184.9,-0.66,-0.36,15.35,8.30,-15.04,-8.13,-16.54,0.00
529,Exit long,2025-12-15,MacdSE,177.94,1,185.56,-7.62,-4.11,0.16,0.09,-10.94,-5.90,-24.16,0.00
529,Entry long,2025-12-09,MacdLE,185.56,1,185.56,-7.62,-4.11,0.16,0.09,-10.94,-5.90,-24.16,0.00
530,Exit short,2025-12-23,MacdLE,182.97,1,177.94,-5.03,-2.83,7.63,4.29,-6.22,-3.50,-29.19,0.00
530,Entry short,2025-12-15,MacdSE,177.94,1,177.94,-5.03,-2.83,7.63,4.29,-6.22,-3.50,-29.19,0.00
531,Exit long,2026-01-14,MacdSE,184.32,1,182.97,1.35,0.74,10.66,5.83,-0.07,-0.04,-27.84,0.00
531,Entry long,2025-12-23,MacdLE,182.97,1,182.97,1.35,0.74,10.66,5.83,-0.07,-0.04,-27.84,0.00
532,Exit short,2026-01-28,MacdLE,191.27,1,184.32,-6.95,-3.77,6.71,3.64,-6.95,-3.77,-34.79,0.00
532,Entry short,2026-01-14,MacdSE,184.32,1,184.32,-6.95,-3.77,6.71,3.64,-6.95,-3.77,-34.79,0.00
533,Exit long,2026-02-04,MacdSE,179.46,1,191.27,-11.81,-6.17,3.22,1.68,-15.04,-7.86,-46.6,0.00
533,Entry long,2026-01-28,MacdLE,191.27,1,191.27,-11.81,-6.17,3.22,1.68,-15.04,-7.86,-46.6,0.00
534,Exit short,2026-02-11,MacdLE,192.45,1,179.46,-12.99,-7.24,8.43,4.70,-14.2,-7.91,-59.59,-0.01
534,Entry short,2026-02-04,MacdSE,179.46,1,179.46,-12.99,-7.24,8.43,4.70,-14.2,-7.91,-59.59,-0.01
535,Exit long,2026-02-18,Open,187.61,1,192.45,-4.84,-2.51,1.16,0.60,-13.27,-6.90,-64.43,-0.01
535,Entry long,2026-02-11,MacdLE,192.45,1,192.45,-4.84,-2.51,1.16,0.60,-13.27,-6.90,-64.43,-0.01
